Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Victor Reyes,622682,116,40.0,47.0,18.0,8.0,3.0,1.0,37.0,9.0,0.0,43.0,0.0,0.277,155.0,0.317,0.387,0.704,1.0,2.0,0.667,5.0,683.0,164.0,60.0,11.0,56.0,0.0,0.0,0.359,1.68,155.0,0.0,0.258,8.0,0.258,0.548,0.29,65.0,0.308,20.0,0.328,0.774,0.446,0.222,2.51,1.2,7.53,0.32,28.2,18.73,2.55,0.0,0.62,3.73,12.87,3.45,1.22,1.0,4.0,0.25,1.0,0.25,0.5,0.25,1.0
Willi Castro,650489,116,4.0,2.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.214,14.0,0.25,0.286,0.536,0.0,0.0,0.0,0.0,65.0,16.0,4.0,1.0,4.0,0.0,1.0,0.333,0.5,0.0,0.0,0.214,3.0,0.25,0.536,0.286,0.0,0.214,3.0,0.25,0.536,0.286,0.222,2.51,1.2,7.53,0.32,28.2,18.73,2.55,0.0,0.62,3.73,12.87,3.45,1.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Carlos Santana,467793,114,130.0,135.0,95.0,26.0,1.0,30.0,84.0,96.0,10.0,137.0,1.0,0.293,467.0,0.414,0.546,0.96,0.0,4.0,1.0,13.0,2306.0,565.0,255.0,80.0,185.0,0.0,1.0,0.302,1.21,15.57,25.0,0.36,9.0,0.467,1.067,0.6,11.0,0.382,21.0,0.493,1.22,0.727,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,17.0,0.235,4.0,0.316,0.787,0.471,1.0
Francisco Lindor,596019,114,114.0,130.0,78.0,34.0,2.0,24.0,76.0,38.0,7.0,143.0,3.0,0.3,476.0,0.353,0.532,0.885,3.0,19.0,0.864,10.0,1936.0,522.0,253.0,58.0,138.0,1.0,4.0,0.313,0.98,19.83,10.0,0.333,10.0,0.355,1.088,0.733,16.5,0.303,20.0,0.333,0.924,0.591,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,18.0,0.333,6.0,0.35,0.739,0.389,1.0
Franmil Reyes,614177,114,124.0,93.0,53.0,13.0,0.0,33.0,124.0,36.0,1.0,99.0,0.0,0.245,404.0,0.303,0.522,0.825,0.0,0.0,0.0,13.0,1691.0,446.0,211.0,63.0,163.0,0.0,6.0,0.261,0.99,12.24,4.75,0.368,7.0,0.478,1.583,1.105,8.5,0.275,14.0,0.351,1.018,0.667,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Allen,656185,114,63.0,55.0,26.0,7.0,3.0,4.0,39.0,8.0,0.0,40.0,7.0,0.226,177.0,0.285,0.367,0.652,2.0,4.0,0.667,3.0,754.0,197.0,65.0,23.0,92.0,4.0,1.0,0.267,1.15,44.25,0.0,0.091,2.0,0.13,0.221,0.091,27.0,0.185,10.0,0.241,0.574,0.333,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jason Kipnis,543401,114,109.0,115.0,48.0,21.0,1.0,16.0,79.0,39.0,2.0,104.0,1.0,0.251,414.0,0.313,0.423,0.736,1.0,7.0,0.875,7.0,1791.0,465.0,175.0,62.0,170.0,5.0,6.0,0.271,0.91,25.88,8.67,0.192,5.0,0.276,0.814,0.538,11.8,0.203,12.0,0.266,0.741,0.475,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,10.0,0.1,1.0,0.1,0.2,0.1,1.0
Kevin Plawecki,608700,114,49.0,36.0,12.0,8.0,0.0,3.0,27.0,10.0,0.0,28.0,3.0,0.214,131.0,0.283,0.344,0.626,1.0,0.0,0.0,4.0,546.0,145.0,45.0,15.0,58.0,0.0,1.0,0.245,0.88,43.67,21.0,0.19,4.0,0.227,0.56,0.333,40.0,0.225,9.0,0.262,0.612,0.35,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,3.0,0.333,1.0,0.333,0.666,0.333,0.0
Mike Freeman,502273,114,53.0,34.0,20.0,6.0,0.0,4.0,36.0,14.0,0.0,33.0,3.0,0.28,118.0,0.362,0.432,0.795,2.0,1.0,0.333,1.0,543.0,143.0,51.0,20.0,40.0,5.0,3.0,0.358,1.48,29.5,17.0,0.412,7.0,0.45,1.156,0.706,41.0,0.244,10.0,0.298,0.664,0.366,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,3.0,0.667,2.0,0.667,2.334,1.667,1.0
Oscar Mercado,640458,114,86.0,88.0,53.0,19.0,2.0,10.0,61.0,19.0,0.0,89.0,4.0,0.271,328.0,0.317,0.433,0.75,3.0,12.0,0.8,7.0,1286.0,358.0,142.0,35.0,123.0,5.0,2.0,0.305,0.91,32.8,0.0,0.087,2.0,0.087,0.217,0.13,51.0,0.216,11.0,0.245,0.578,0.333,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,7.0,0.429,3.0,0.429,1.286,0.857,0.0
Roberto Perez,547379,114,98.0,92.0,39.0,8.0,1.0,21.0,108.0,41.0,1.0,71.0,2.0,0.221,321.0,0.31,0.449,0.758,0.0,0.0,0.0,9.0,1592.0,374.0,144.0,50.0,157.0,6.0,4.0,0.255,1.53,15.29,23.0,0.13,3.0,0.259,0.563,0.304,24.5,0.163,8.0,0.268,0.574,0.306,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,7.0,0.286,2.0,0.5,1.214,0.714,0.0
Tyler Naquin,571980,114,88.0,67.0,34.0,18.0,0.0,10.0,65.0,14.0,2.0,78.0,2.0,0.287,272.0,0.324,0.463,0.787,2.0,4.0,0.667,8.0,1087.0,292.0,126.0,34.0,109.0,2.0,2.0,0.342,1.02,27.2,0.0,0.368,7.0,0.478,0.846,0.368,0.0,0.302,13.0,0.375,0.701,0.326,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,7.0,0.286,2.0,0.286,0.572,0.286,1.0
Yasiel Puig,624577,114,123.0,96.0,62.0,22.0,2.0,24.0,110.0,32.0,1.0,119.0,6.0,0.258,461.0,0.313,0.471,0.783,7.0,16.0,0.696,11.0,1819.0,502.0,217.0,73.0,207.0,0.0,3.0,0.288,0.69,19.21,0.0,0.185,5.0,0.267,0.526,0.259,30.0,0.283,17.0,0.348,0.815,0.467,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yu Chang,644374,114,5.0,4.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.182,11.0,0.25,0.364,0.614,0.0,0.0,0.0,0.0,48.0,12.0,4.0,0.0,4.0,0.0,0.0,0.286,4.0,0.0,0.0,0.182,2.0,0.25,0.614,0.364,0.0,0.182,2.0,0.25,0.614,0.364,0.236,3.66,1.05,7.78,2.34,19.2,17.9,3.75,0.5,0.66,2.13,7.78,3.66,1.27,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Gordon,460086,118,126.0,151.0,67.0,28.0,1.0,12.0,84.0,42.0,3.0,123.0,14.0,0.259,474.0,0.334,0.399,0.733,3.0,5.0,0.625,12.0,2008.0,537.0,189.0,64.0,181.0,1.0,6.0,0.289,1.23,39.5,0.0,0.25,6.0,0.357,0.649,0.292,0.0,0.193,11.0,0.258,0.469,0.211,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,9.0,0.333,3.0,0.4,0.844,0.444,1.0
Brett Phillips,621433,118,9.0,8.0,3.0,1.0,0.0,1.0,9.0,4.0,0.0,5.0,0.0,0.179,28.0,0.281,0.321,0.603,0.0,1.0,1.0,0.0,134.0,32.0,9.0,3.0,15.0,0.0,0.0,0.222,1.33,28.0,23.0,0.217,5.0,0.28,0.671,0.391,28.0,0.179,5.0,0.281,0.602,0.321,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bubba Starling,605490,118,36.0,33.0,16.0,3.0,0.0,2.0,44.0,6.0,0.0,26.0,1.0,0.2,130.0,0.241,0.269,0.51,0.0,1.0,1.0,2.0,494.0,138.0,35.0,8.0,61.0,1.0,0.0,0.286,1.18,65.0,0.0,0.167,4.0,0.2,0.367,0.167,0.0,0.151,8.0,0.211,0.381,0.17,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheslor Cuthbert,596144,118,71.0,73.0,21.0,12.0,0.0,8.0,56.0,13.0,1.0,67.0,2.0,0.248,270.0,0.288,0.381,0.669,0.0,1.0,1.0,13.0,1113.0,285.0,103.0,31.0,123.0,0.0,0.0,0.286,0.99,33.75,0.0,0.048,1.0,0.091,0.186,0.095,52.0,0.077,4.0,0.143,0.297,0.154,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humberto Arteaga,600858,118,33.0,36.0,10.0,3.0,0.0,0.0,22.0,6.0,0.0,20.0,2.0,0.196,102.0,0.255,0.225,0.48,1.0,1.0,0.5,2.0,436.0,112.0,23.0,4.0,42.0,2.0,0.0,0.25,1.38,0.0,0.0,0.2,4.0,0.273,0.523,0.25,0.0,0.19,8.0,0.244,0.482,0.238,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hunter Dozier,641531,118,111.0,72.0,62.0,23.0,8.0,23.0,111.0,49.0,2.0,117.0,3.0,0.282,415.0,0.359,0.542,0.901,1.0,2.0,0.667,8.0,1814.0,471.0,225.0,73.0,175.0,0.0,4.0,0.33,0.61,18.04,28.0,0.214,6.0,0.267,0.66,0.393,19.33,0.293,17.0,0.333,0.902,0.569,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Soler,624585,118,134.0,109.0,71.0,26.0,0.0,36.0,147.0,61.0,1.0,121.0,9.0,0.251,482.0,0.344,0.529,0.873,1.0,1.0,0.5,14.0,2268.0,557.0,255.0,93.0,205.0,0.0,3.0,0.281,1.01,13.39,28.0,0.143,4.0,0.226,0.512,0.286,16.33,0.224,11.0,0.397,0.866,0.469,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meibrys Viloria,650619,118,24.0,28.0,3.0,5.0,0.0,1.0,25.0,6.0,0.0,19.0,0.0,0.229,83.0,0.278,0.325,0.603,1.0,0.0,0.0,3.0,371.0,90.0,27.0,10.0,26.0,0.0,1.0,0.31,2.33,83.0,0.0,0.25,6.0,0.296,0.588,0.292,0.0,0.208,11.0,0.232,0.496,0.264,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nick Dini,664926,118,6.0,4.0,6.0,1.0,0.0,1.0,7.0,2.0,0.0,3.0,0.0,0.158,19.0,0.238,0.368,0.607,0.0,0.0,0.0,0.0,81.0,22.0,7.0,1.0,2.0,1.0,0.0,0.182,0.67,19.0,19.0,0.158,3.0,0.238,0.606,0.368,19.0,0.158,3.0,0.238,0.606,0.368,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicky Lopez,670032,118,86.0,134.0,37.0,17.0,1.0,2.0,46.0,15.0,0.0,77.0,1.0,0.238,323.0,0.274,0.316,0.59,1.0,1.0,0.5,5.0,1318.0,343.0,102.0,23.0,135.0,4.0,0.0,0.273,1.91,161.5,0.0,0.375,9.0,0.375,0.833,0.458,51.0,0.314,16.0,0.327,0.778,0.451,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ryan O'Hearn,656811,118,81.0,75.0,25.0,9.0,1.0,10.0,79.0,33.0,1.0,47.0,1.0,0.177,266.0,0.269,0.331,0.6,1.0,0.0,0.0,7.0,1221.0,301.0,88.0,25.0,130.0,0.0,1.0,0.208,1.14,26.6,7.33,0.227,5.0,0.37,1.052,0.682,16.67,0.2,10.0,0.286,0.706,0.42,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Whit Merrifield,593160,118,134.0,135.0,88.0,33.0,9.0,15.0,97.0,40.0,4.0,169.0,5.0,0.301,562.0,0.351,0.472,0.823,9.0,17.0,0.654,7.0,2311.0,609.0,265.0,66.0,176.0,0.0,2.0,0.341,0.83,37.47,30.0,0.333,10.0,0.355,0.788,0.433,32.0,0.266,17.0,0.277,0.636,0.359,0.239,2.05,0.88,7.92,1.19,30.2,15.42,2.09,1.0,0.64,3.86,7.92,2.05,1.11,1.0,3.0,0.333,1.0,0.333,0.666,0.333,0.0
Chad Pinder,640461,133,101.0,89.0,36.0,17.0,0.0,11.0,68.0,15.0,0.0,66.0,5.0,0.237,279.0,0.285,0.416,0.701,1.0,0.0,0.0,11.0,1078.0,302.0,116.0,41.0,135.0,0.0,3.0,0.271,1.51,25.36,0.0,0.053,1.0,0.143,0.196,0.053,39.0,0.154,6.0,0.233,0.515,0.282,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Herrmann,543302,133,28.0,24.0,9.0,3.0,0.0,1.0,28.0,8.0,0.0,16.0,0.0,0.203,79.0,0.276,0.278,0.554,0.0,0.0,0.0,4.0,357.0,88.0,22.0,8.0,45.0,1.0,0.0,0.3,2.0,79.0,0.0,0.167,3.0,0.211,0.378,0.167,0.0,0.179,7.0,0.289,0.494,0.205,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Corban Joseph,543377,133,10.0,16.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,0.182,33.0,0.2,0.303,0.503,0.0,0.0,0.0,2.0,116.0,35.0,10.0,3.0,16.0,0.0,1.0,0.179,2.29,33.0,0.0,0.095,2.0,0.136,0.279,0.143,33.0,0.182,6.0,0.2,0.503,0.303,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Josh Phegley,572033,133,90.0,62.0,40.0,17.0,0.0,10.0,47.0,12.0,0.0,69.0,6.0,0.26,265.0,0.303,0.438,0.741,1.0,0.0,0.0,9.0,1057.0,289.0,116.0,51.0,96.0,2.0,4.0,0.278,0.67,26.5,0.0,0.409,9.0,0.48,1.025,0.545,40.0,0.35,14.0,0.4,0.9,0.5,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jurickson Profar,595777,133,113.0,115.0,53.0,20.0,1.0,16.0,65.0,36.0,2.0,79.0,6.0,0.208,379.0,0.286,0.393,0.679,1.0,7.0,0.875,10.0,1679.0,423.0,149.0,53.0,183.0,0.0,2.0,0.21,0.94,23.69,18.0,0.278,5.0,0.536,1.147,0.611,36.0,0.222,8.0,0.417,0.861,0.444,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marcus Semien,543760,133,133.0,141.0,96.0,34.0,6.0,24.0,87.0,70.0,1.0,149.0,1.0,0.276,540.0,0.359,0.494,0.854,8.0,7.0,0.467,10.0,2459.0,612.0,267.0,71.0,147.0,0.0,1.0,0.291,0.86,22.5,10.33,0.323,10.0,0.364,1.074,0.71,12.8,0.281,18.0,0.333,0.974,0.641,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Canha,592192,133,98.0,71.0,60.0,12.0,2.0,23.0,84.0,50.0,1.0,87.0,10.0,0.277,314.0,0.391,0.548,0.939,2.0,2.0,0.5,6.0,1595.0,376.0,172.0,48.0,136.0,0.0,2.0,0.306,0.96,13.65,7.0,0.393,11.0,0.452,1.273,0.821,9.83,0.373,22.0,0.439,1.134,0.695,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Chapman,656305,133,129.0,117.0,85.0,34.0,3.0,30.0,112.0,55.0,0.0,125.0,9.0,0.259,483.0,0.344,0.528,0.872,1.0,0.0,0.0,11.0,2298.0,550.0,255.0,74.0,171.0,0.0,3.0,0.276,0.89,16.1,24.0,0.25,6.0,0.357,0.857,0.5,11.2,0.304,17.0,0.381,1.077,0.696,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Olson,621566,133,99.0,69.0,52.0,18.0,0.0,26.0,106.0,38.0,4.0,97.0,10.0,0.262,370.0,0.346,0.522,0.868,0.0,0.0,0.0,7.0,1754.0,419.0,193.0,66.0,150.0,0.0,1.0,0.297,0.7,14.23,0.0,0.222,6.0,0.3,0.559,0.259,14.5,0.31,18.0,0.385,0.954,0.569,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Robbie Grossman,543257,133,113.0,92.0,49.0,19.0,2.0,6.0,74.0,53.0,1.0,91.0,1.0,0.253,360.0,0.349,0.367,0.715,4.0,8.0,0.667,6.0,1642.0,416.0,132.0,34.0,124.0,0.0,2.0,0.301,0.88,60.0,0.0,0.292,7.0,0.37,0.745,0.375,55.0,0.309,17.0,0.377,0.813,0.436,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Seth Brown,664913,133,3.0,5.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.214,14.0,0.214,0.286,0.5,0.0,0.0,0.0,1.0,43.0,14.0,4.0,2.0,7.0,0.0,0.0,0.3,2.5,0.0,0.0,0.214,3.0,0.214,0.5,0.286,0.0,0.214,3.0,0.214,0.5,0.286,0.289,6.39,0.78,9.95,1.43,25.1,17.8,6.81,0.0,0.63,1.5,6.39,4.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
