Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Trey Mancini,641820,110,124.0,135.0,85.0,29.0,2.0,29.0,115.0,50.0,3.0,132.0,5.0,0.273,484.0,0.345,0.521,0.866,0.0,1.0,1.0,15.0,2168.0,542.0,252.0,74.0,192.0,0.0,3.0,0.3,1.29,16.69,0.0,0.192,5.0,0.344,0.575,0.231,27.0,0.241,13.0,0.388,0.795,0.407,0.222,3.86,1.68,7.71,1.29,7.0,15.14,3.86,0.0,0.69,11.0,14.14,1.29,1.0,0.0,4.0,0.5,2.0,0.5,1.0,0.5,0.0,True
Austin Meadows,640457,139,109.0,76.0,56.0,22.0,7.0,23.0,110.0,39.0,5.0,117.0,5.0,0.28,418.0,0.348,0.531,0.88,5.0,9.0,0.643,2.0,1921.0,462.0,222.0,67.0,156.0,0.0,0.0,0.33,0.66,18.17,9.67,0.345,10.0,0.367,1.16,0.793,13.75,0.218,12.0,0.259,0.768,0.509,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,8.0,0.5,4.0,0.5,1.125,0.625,1.0,True
Avisail Garcia,541645,139,103.0,97.0,49.0,19.0,1.0,17.0,104.0,28.0,2.0,112.0,7.0,0.275,407.0,0.331,0.452,0.783,3.0,9.0,0.75,14.0,1586.0,444.0,184.0,57.0,197.0,0.0,2.0,0.33,1.01,23.94,15.0,0.233,7.0,0.233,0.7,0.467,15.5,0.29,18.0,0.323,0.871,0.548,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,16.0,0.438,7.0,0.438,1.126,0.688,0.0,True
Eric Sogard,519299,139,95.0,75.0,57.0,23.0,2.0,13.0,55.0,37.0,1.0,107.0,1.0,0.303,353.0,0.368,0.49,0.858,0.0,8.0,1.0,3.0,1594.0,397.0,173.0,38.0,94.0,3.0,3.0,0.326,0.61,27.15,0.0,0.25,5.0,0.286,0.586,0.3,43.0,0.302,13.0,0.362,0.827,0.465,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,6.0,0.333,2.0,0.333,0.833,0.5,1.0,True
Jesus Aguilar,542583,139,114.0,68.0,36.0,12.0,0.0,9.0,71.0,39.0,0.0,67.0,2.0,0.24,279.0,0.332,0.38,0.712,0.0,0.0,0.0,11.0,1347.0,328.0,106.0,39.0,121.0,0.0,5.0,0.284,0.87,31.0,0.0,0.182,4.0,0.28,0.598,0.318,0.0,0.262,11.0,0.34,0.673,0.333,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Ji-Man Choi,596847,139,100.0,83.0,38.0,14.0,1.0,11.0,77.0,47.0,2.0,83.0,6.0,0.255,325.0,0.355,0.406,0.761,3.0,2.0,0.4,5.0,1563.0,383.0,132.0,44.0,136.0,0.0,5.0,0.298,0.95,29.54,0.0,0.211,4.0,0.385,0.596,0.211,41.0,0.171,7.0,0.314,0.607,0.293,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,7.0,0.286,2.0,0.4,0.829,0.429,1.0,True
Joey Wendle,621563,139,47.0,47.0,14.0,10.0,0.0,0.0,29.0,8.0,0.0,30.0,6.0,0.207,145.0,0.273,0.276,0.549,1.0,4.0,0.8,3.0,623.0,161.0,40.0,10.0,63.0,0.0,2.0,0.254,1.15,0.0,0.0,0.238,5.0,0.238,0.571,0.333,0.0,0.213,10.0,0.269,0.567,0.298,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,13.0,0.231,3.0,0.286,0.594,0.308,1.0,True
Kevin Kiermaier,595281,139,109.0,125.0,52.0,18.0,7.0,13.0,86.0,22.0,2.0,95.0,1.0,0.242,392.0,0.284,0.423,0.707,4.0,19.0,0.826,7.0,1555.0,417.0,166.0,53.0,162.0,1.0,1.0,0.279,1.42,30.15,26.0,0.231,6.0,0.259,0.682,0.423,27.0,0.222,12.0,0.25,0.62,0.37,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,18.0,0.333,6.0,0.368,1.09,0.722,1.0,True
Matt Duffy,622110,139,26.0,35.0,7.0,5.0,0.0,0.0,17.0,10.0,0.0,22.0,0.0,0.234,94.0,0.308,0.287,0.595,0.0,0.0,0.0,1.0,423.0,104.0,27.0,7.0,29.0,0.0,0.0,0.286,1.75,0.0,0.0,0.1,2.0,0.217,0.367,0.15,0.0,0.229,11.0,0.302,0.573,0.271,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,9.0,0.111,1.0,0.111,0.333,0.222,0.0,False
Michael Brosseau,670712,139,42.0,26.0,16.0,7.0,0.0,6.0,33.0,5.0,0.0,35.0,2.0,0.282,124.0,0.321,0.484,0.804,0.0,1.0,1.0,3.0,547.0,132.0,60.0,16.0,48.0,1.0,0.0,0.341,0.84,20.67,20.0,0.3,6.0,0.333,0.833,0.5,39.0,0.231,9.0,0.286,0.619,0.333,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Mike Zunino,572287,139,75.0,52.0,27.0,10.0,1.0,8.0,87.0,20.0,0.0,40.0,3.0,0.169,236.0,0.243,0.322,0.565,0.0,0.0,0.0,3.0,1063.0,259.0,76.0,29.0,136.0,0.0,0.0,0.227,0.91,29.5,0.0,0.118,2.0,0.286,0.404,0.118,12.0,0.194,7.0,0.326,0.77,0.444,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,3.0,0.0,0.0,0.4,0.4,0.0,0.0,False
Tommy Pham,502054,139,118.0,145.0,61.0,24.0,2.0,19.0,100.0,71.0,4.0,123.0,4.0,0.269,458.0,0.371,0.454,0.825,3.0,16.0,0.842,18.0,2138.0,534.0,208.0,55.0,202.0,0.0,1.0,0.306,1.59,24.1,26.0,0.269,7.0,0.387,0.849,0.462,18.0,0.241,13.0,0.359,0.822,0.463,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,11.0,0.182,2.0,0.308,0.853,0.545,0.0,True
Travis d'Arnaud,518595,139,80.0,64.0,42.0,11.0,0.0,13.0,64.0,27.0,0.0,65.0,1.0,0.245,265.0,0.313,0.434,0.747,1.0,0.0,0.0,3.0,1130.0,297.0,115.0,49.0,115.0,0.0,4.0,0.271,0.84,20.38,0.0,0.25,6.0,0.259,0.592,0.333,0.0,0.179,10.0,0.213,0.427,0.214,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,1.0,1.0,1.0,1.0,2.0,1.0,0.0,False
Willy Adames,642715,139,124.0,118.0,57.0,19.0,1.0,16.0,129.0,37.0,1.0,110.0,3.0,0.249,442.0,0.311,0.405,0.716,1.0,4.0,0.8,8.0,1946.0,485.0,179.0,40.0,195.0,3.0,0.0,0.316,1.34,27.62,26.0,0.308,8.0,0.333,0.756,0.423,54.0,0.315,17.0,0.362,0.769,0.407,0.257,4.03,1.02,8.69,0.62,29.0,16.1,4.34,0.0,0.66,3.25,8.07,2.48,1.24,0.33,8.0,0.25,2.0,0.333,0.708,0.375,0.0,False
Austin Dean,621573,146,34.0,26.0,6.0,5.0,0.0,2.0,23.0,1.0,0.0,18.0,0.0,0.198,91.0,0.204,0.319,0.523,0.0,0.0,0.0,4.0,366.0,93.0,29.0,10.0,29.0,0.0,1.0,0.239,1.04,45.5,0.0,0.143,2.0,0.143,0.286,0.143,32.0,0.219,7.0,0.219,0.532,0.313,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Bryan Holaday,592407,146,32.0,28.0,10.0,5.0,0.0,3.0,15.0,10.0,2.0,26.0,1.0,0.292,89.0,0.37,0.449,0.819,1.0,0.0,0.0,5.0,395.0,101.0,40.0,9.0,33.0,1.0,0.0,0.324,1.33,29.67,0.0,0.231,3.0,0.286,0.594,0.308,41.0,0.268,11.0,0.318,0.733,0.415,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,7.0,0.429,3.0,0.5,1.5,1.0,0.0,True
Curtis Granderson,434158,146,112.0,59.0,42.0,17.0,1.0,11.0,88.0,38.0,1.0,55.0,3.0,0.19,289.0,0.289,0.37,0.659,3.0,0.0,0.0,3.0,1432.0,332.0,107.0,33.0,102.0,0.0,2.0,0.229,0.66,26.27,0.0,0.273,3.0,0.467,0.74,0.273,13.0,0.269,7.0,0.441,0.941,0.5,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,14.0,0.143,2.0,0.25,0.464,0.214,1.0,False
Garrett Cooper,643265,146,90.0,95.0,48.0,12.0,1.0,12.0,96.0,29.0,0.0,89.0,5.0,0.28,318.0,0.347,0.437,0.785,0.0,0.0,0.0,8.0,1454.0,354.0,139.0,43.0,121.0,0.0,2.0,0.363,2.38,26.5,22.0,0.227,5.0,0.227,0.682,0.455,53.0,0.264,14.0,0.328,0.705,0.377,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Harold Ramirez,623912,146,88.0,108.0,41.0,17.0,1.0,7.0,67.0,13.0,1.0,85.0,4.0,0.271,314.0,0.307,0.398,0.705,0.0,2.0,1.0,7.0,1238.0,332.0,125.0,40.0,118.0,0.0,1.0,0.324,1.96,44.86,0.0,0.375,9.0,0.423,0.923,0.5,0.0,0.306,15.0,0.333,0.721,0.388,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,7.0,0.143,1.0,0.143,0.286,0.143,0.0,False
Isan Diaz,656371,146,19.0,15.0,7.0,1.0,0.0,2.0,23.0,6.0,0.0,12.0,1.0,0.174,69.0,0.247,0.275,0.522,1.0,0.0,0.0,1.0,293.0,77.0,19.0,6.0,22.0,0.0,1.0,0.222,0.75,34.5,25.0,0.16,4.0,0.241,0.521,0.28,54.0,0.204,11.0,0.279,0.557,0.278,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,3.0,0.333,1.0,0.333,0.666,0.333,1.0,True
Jon Berti,542932,146,45.0,49.0,32.0,8.0,1.0,5.0,36.0,13.0,0.0,40.0,6.0,0.278,144.0,0.36,0.451,0.811,1.0,7.0,0.875,2.0,645.0,164.0,65.0,15.0,59.0,0.0,1.0,0.337,2.45,28.8,12.5,0.28,7.0,0.357,0.877,0.52,17.0,0.235,12.0,0.371,0.802,0.431,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,4.0,0.25,1.0,0.25,0.5,0.25,0.0,True
Jorge Alfaro,595751,146,101.0,84.0,33.0,11.0,1.0,12.0,125.0,12.0,0.0,91.0,7.0,0.266,342.0,0.303,0.409,0.712,3.0,2.0,0.4,9.0,1340.0,363.0,140.0,41.0,161.0,0.0,2.0,0.382,1.91,28.5,25.0,0.36,9.0,0.385,0.905,0.52,54.0,0.296,16.0,0.333,0.722,0.389,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,3.0,0.667,2.0,0.667,1.334,0.667,0.0,False
Lewis Brinson,621446,146,47.0,39.0,9.0,8.0,0.0,0.0,49.0,4.0,0.0,27.0,4.0,0.182,148.0,0.223,0.236,0.459,1.0,1.0,0.5,5.0,601.0,158.0,35.0,10.0,55.0,1.0,1.0,0.27,1.11,0.0,0.0,0.185,5.0,0.214,0.473,0.259,0.0,0.151,8.0,0.193,0.401,0.208,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,7.0,0.286,2.0,0.444,0.73,0.286,0.0,False
Martin Prado,445988,146,77.0,69.0,20.0,8.0,0.0,1.0,33.0,8.0,0.0,48.0,0.0,0.24,200.0,0.265,0.295,0.56,0.0,0.0,0.0,6.0,824.0,211.0,59.0,14.0,63.0,0.0,3.0,0.278,1.3,200.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.19,4.0,0.25,0.44,0.19,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,21.0,0.381,8.0,0.381,0.81,0.429,0.0,False
Neil Walker,435522,146,90.0,64.0,26.0,15.0,1.0,5.0,61.0,30.0,0.0,72.0,1.0,0.271,266.0,0.346,0.391,0.737,0.0,2.0,1.0,6.0,1169.0,298.0,104.0,27.0,120.0,0.0,1.0,0.333,0.91,53.2,0.0,0.409,9.0,0.409,0.864,0.455,0.0,0.333,15.0,0.412,0.856,0.444,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,5.0,0.4,2.0,0.5,1.5,1.0,1.0,True
Starlin Castro,516770,146,129.0,157.0,44.0,21.0,3.0,13.0,89.0,18.0,1.0,135.0,1.0,0.264,511.0,0.287,0.393,0.68,2.0,2.0,0.5,19.0,1981.0,537.0,201.0,67.0,212.0,0.0,7.0,0.293,1.15,39.31,14.0,0.321,9.0,0.321,0.964,0.643,20.0,0.367,22.0,0.361,0.961,0.6,0.191,2.73,1.56,6.0,0.55,33.0,14.94,2.73,0.25,0.68,4.86,9.27,1.91,0.88,0.6,17.0,0.235,4.0,0.278,0.572,0.294,0.0,True
Adam Haseley,656514,143,36.0,40.0,16.0,6.0,0.0,3.0,36.0,6.0,0.0,28.0,3.0,0.233,120.0,0.287,0.358,0.645,0.0,2.0,1.0,3.0,529.0,129.0,43.0,14.0,45.0,0.0,0.0,0.309,2.5,40.0,0.0,0.087,2.0,0.192,0.279,0.087,0.0,0.213,10.0,0.275,0.53,0.255,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Andrew Knapp,595284,143,61.0,22.0,10.0,4.0,0.0,1.0,37.0,15.0,1.0,19.0,3.0,0.19,100.0,0.314,0.26,0.574,0.0,0.0,0.0,2.0,483.0,120.0,26.0,4.0,52.0,2.0,0.0,0.29,0.92,100.0,0.0,0.091,1.0,0.167,0.258,0.091,0.0,0.304,7.0,0.385,0.733,0.348,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Brad Miller,543543,143,54.0,21.0,13.0,4.0,1.0,4.0,27.0,12.0,0.0,21.0,1.0,0.228,92.0,0.324,0.424,0.748,0.0,2.0,1.0,1.0,412.0,105.0,39.0,12.0,40.0,0.0,0.0,0.279,0.91,23.0,0.0,0.222,2.0,0.3,0.633,0.333,0.0,0.188,3.0,0.278,0.528,0.25,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,1.0,0.0,0.0,0.5,0.5,0.0,1.0,False
Cesar Hernandez,514917,143,128.0,147.0,59.0,25.0,3.0,8.0,74.0,34.0,3.0,136.0,6.0,0.283,481.0,0.335,0.397,0.732,2.0,7.0,0.778,8.0,2010.0,525.0,191.0,54.0,197.0,0.0,4.0,0.318,1.15,60.12,0.0,0.269,7.0,0.387,0.733,0.346,0.0,0.308,16.0,0.41,0.775,0.365,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,7.0,0.286,2.0,0.375,0.661,0.286,1.0,True
Corey Dickerson,572816,143,62.0,45.0,25.0,23.0,2.0,7.0,38.0,13.0,4.0,59.0,0.0,0.301,196.0,0.34,0.546,0.886,0.0,1.0,1.0,4.0,896.0,212.0,107.0,44.0,87.0,0.0,3.0,0.338,0.79,28.0,0.0,0.258,8.0,0.258,0.71,0.452,31.0,0.274,17.0,0.27,0.786,0.516,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
J.T. Realmuto,592663,143,123.0,97.0,77.0,31.0,1.0,19.0,109.0,37.0,2.0,122.0,3.0,0.272,449.0,0.328,0.472,0.8,1.0,7.0,0.875,9.0,1931.0,494.0,212.0,68.0,236.0,0.0,5.0,0.316,0.77,23.63,28.0,0.143,4.0,0.273,0.594,0.321,13.5,0.278,15.0,0.375,0.986,0.611,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Jean Segura,516416,143,117.0,158.0,69.0,30.0,3.0,11.0,59.0,27.0,1.0,135.0,8.0,0.287,470.0,0.335,0.434,0.769,2.0,7.0,0.778,9.0,1798.0,508.0,204.0,52.0,177.0,1.0,2.0,0.308,1.31,42.73,0.0,0.37,10.0,0.433,0.989,0.556,0.0,0.288,17.0,0.328,0.735,0.407,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,7.0,0.143,1.0,0.143,0.286,0.143,0.0,True
Logan Morrison,489149,143,7.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.25,12.0,0.25,0.333,0.583,0.0,0.0,0.0,0.0,45.0,12.0,4.0,0.0,4.0,0.0,0.0,0.273,0.6,0.0,0.0,0.25,3.0,0.25,0.583,0.333,0.0,0.25,3.0,0.25,0.583,0.333,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Maikel Franco,596748,143,105.0,101.0,44.0,14.0,0.0,15.0,50.0,33.0,17.0,79.0,0.0,0.233,339.0,0.299,0.407,0.706,0.0,0.0,0.0,13.0,1325.0,375.0,138.0,48.0,131.0,0.0,3.0,0.231,0.9,22.6,0.0,0.25,5.0,0.286,0.586,0.3,0.0,0.213,10.0,0.275,0.53,0.255,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,5.0,0.2,1.0,0.2,0.6,0.4,0.0,False
