Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Rhys Hoskins,656555,143,128.0,69.0,71.0,25.0,4.0,25.0,131.0,101.0,5.0,106.0,9.0,0.236,450.0,0.383,0.476,0.859,2.0,1.0,0.333,6.0,2612.0,566.0,214.0,73.0,210.0,0.0,4.0,0.272,0.47,18.0,23.0,0.13,3.0,0.412,0.716,0.304,47.0,0.106,5.0,0.348,0.539,0.191,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,9.0,0.444,4.0,0.5,1.722,1.222,0.0,True
Scott Kingery,664068,143,96.0,63.0,51.0,29.0,3.0,15.0,111.0,29.0,1.0,96.0,5.0,0.272,353.0,0.335,0.499,0.834,4.0,10.0,0.714,3.0,1528.0,388.0,176.0,43.0,140.0,0.0,1.0,0.355,0.76,23.53,25.0,0.28,7.0,0.379,0.939,0.56,53.0,0.226,12.0,0.3,0.734,0.434,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,7.0,0.0,0.0,0.125,0.125,0.0,0.0,True
Sean Rodriguez,446481,143,54.0,20.0,16.0,3.0,0.0,3.0,31.0,10.0,0.0,17.0,2.0,0.207,82.0,0.305,0.354,0.659,1.0,1.0,0.5,2.0,413.0,98.0,29.0,10.0,42.0,3.0,1.0,0.286,1.11,27.33,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.056,1.0,0.19,0.246,0.056,0.222,5.04,0.6,7.2,2.88,25.0,16.6,5.04,0.0,0.64,2.67,8.64,3.24,1.16,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Amed Rosario,642708,121,126.0,130.0,63.0,26.0,7.0,12.0,106.0,27.0,2.0,143.0,2.0,0.289,495.0,0.326,0.442,0.769,8.0,15.0,0.652,10.0,1946.0,529.0,219.0,55.0,189.0,2.0,3.0,0.345,1.07,41.25,0.0,0.303,10.0,0.324,0.688,0.364,0.0,0.352,25.0,0.378,0.829,0.451,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,6.0,0.5,3.0,0.5,1.0,0.5,1.0,True
J.D. Davis,605204,121,113.0,86.0,45.0,16.0,1.0,15.0,74.0,32.0,2.0,97.0,2.0,0.303,320.0,0.368,0.5,0.868,0.0,3.0,1.0,11.0,1408.0,356.0,160.0,44.0,143.0,0.0,2.0,0.352,1.32,21.33,23.0,0.217,5.0,0.308,0.656,0.348,17.0,0.294,15.0,0.339,0.829,0.49,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,5.0,0.4,2.0,0.5,0.9,0.4,1.0,True
Jeff McNeil,643446,121,107.0,95.0,67.0,32.0,1.0,15.0,62.0,28.0,2.0,134.0,18.0,0.333,402.0,0.402,0.53,0.932,5.0,4.0,0.444,4.0,1633.0,448.0,213.0,55.0,136.0,0.0,0.0,0.366,0.86,26.8,25.0,0.28,7.0,0.379,0.899,0.52,12.75,0.314,16.0,0.435,1.082,0.647,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,2.0,0.0,0.0,0.333,0.333,0.0,0.0,False
Joe Panik,605412,121,118.0,122.0,44.0,18.0,2.0,3.0,43.0,38.0,2.0,95.0,4.0,0.242,392.0,0.313,0.321,0.634,2.0,4.0,0.667,5.0,1667.0,440.0,126.0,31.0,153.0,2.0,4.0,0.263,0.88,130.67,0.0,0.308,8.0,0.333,0.718,0.385,0.0,0.292,14.0,0.333,0.687,0.354,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Juan Lagares,501571,121,107.0,58.0,30.0,11.0,1.0,2.0,63.0,19.0,3.0,46.0,2.0,0.218,211.0,0.288,0.308,0.596,1.0,3.0,0.75,6.0,903.0,235.0,65.0,19.0,78.0,2.0,1.0,0.299,1.23,105.5,0.0,0.217,5.0,0.333,0.681,0.348,0.0,0.34,16.0,0.392,0.86,0.468,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,4.0,0.0,0.0,0.2,0.2,0.0,1.0,False
Luis Guillorme,641645,121,31.0,13.0,6.0,3.0,0.0,1.0,11.0,4.0,0.0,10.0,0.0,0.222,45.0,0.286,0.356,0.641,0.0,0.0,0.0,2.0,221.0,49.0,16.0,3.0,19.0,0.0,0.0,0.273,1.18,45.0,0.0,0.4,4.0,0.538,1.138,0.6,23.0,0.261,6.0,0.346,0.868,0.522,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Michael Conforto,624424,121,120.0,87.0,70.0,21.0,0.0,27.0,115.0,65.0,4.0,112.0,10.0,0.255,439.0,0.36,0.487,0.848,1.0,7.0,0.875,8.0,2053.0,519.0,214.0,76.0,185.0,0.0,5.0,0.281,0.67,16.26,14.5,0.241,7.0,0.29,0.773,0.483,30.0,0.217,13.0,0.294,0.627,0.333,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,5.0,0.2,1.0,0.333,0.533,0.2,0.0,True
Pete Alonso,624413,121,129.0,106.0,78.0,27.0,2.0,41.0,143.0,60.0,4.0,125.0,18.0,0.265,471.0,0.368,0.592,0.96,0.0,1.0,1.0,11.0,2227.0,552.0,279.0,100.0,209.0,0.0,3.0,0.29,1.06,11.49,14.0,0.25,7.0,0.323,0.894,0.571,14.75,0.305,18.0,0.397,0.973,0.576,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,5.0,0.0,0.0,0.167,0.167,0.0,1.0,True
Rajai Davis,434658,121,8.0,4.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.25,12.0,0.25,0.583,0.833,0.0,0.0,0.0,0.0,48.0,12.0,7.0,4.0,5.0,0.0,0.0,0.25,2.0,12.0,0.0,0.182,2.0,0.182,0.455,0.273,12.0,0.25,3.0,0.25,0.833,0.583,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,20.0,0.0,0.0,0.091,0.091,0.0,1.0,False
Rene Rivera,425784,121,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.333,0.0,0.333,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,8.0,0.375,3.0,0.444,0.944,0.5,1.0,False
Todd Frazier,453943,121,106.0,85.0,46.0,13.0,2.0,16.0,91.0,30.0,0.0,84.0,8.0,0.228,369.0,0.3,0.404,0.704,2.0,1.0,0.333,9.0,1631.0,407.0,149.0,51.0,166.0,0.0,0.0,0.26,0.78,23.06,0.0,0.16,4.0,0.222,0.422,0.2,28.5,0.158,9.0,0.186,0.484,0.298,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,6.0,0.167,1.0,0.167,0.334,0.167,1.0,True
Wilson Ramos,467092,121,115.0,155.0,43.0,11.0,0.0,13.0,54.0,38.0,5.0,110.0,1.0,0.286,385.0,0.35,0.416,0.765,0.0,1.0,1.0,14.0,1386.0,426.0,160.0,63.0,168.0,0.0,2.0,0.303,2.28,29.62,0.0,0.36,9.0,0.36,0.76,0.4,55.0,0.4,22.0,0.431,0.922,0.491,0.261,3.64,2.74,8.8,1.54,29.2,16.21,3.7,0.0,0.62,3.22,8.8,2.73,1.28,0.67,4.0,0.25,1.0,0.5,0.75,0.25,1.0,True
Adam Duvall,594807,144,26.0,11.0,12.0,3.0,0.0,6.0,29.0,4.0,0.0,20.0,2.0,0.241,83.0,0.289,0.494,0.783,0.0,0.0,0.0,0.0,375.0,90.0,41.0,11.0,41.0,0.0,1.0,0.286,0.46,13.83,15.0,0.133,2.0,0.188,0.588,0.4,40.0,0.15,6.0,0.209,0.459,0.25,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,4.0,0.5,2.0,0.6,1.35,0.75,1.0,True
Adeiny Hechavarria,588751,144,69.0,49.0,27.0,11.0,0.0,6.0,42.0,11.0,0.0,37.0,3.0,0.214,173.0,0.273,0.382,0.654,1.0,3.0,0.75,2.0,703.0,187.0,66.0,22.0,72.0,0.0,0.0,0.248,1.09,28.83,25.0,0.24,6.0,0.345,0.825,0.48,31.0,0.258,8.0,0.361,0.845,0.484,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,11.0,0.182,2.0,0.182,0.364,0.182,1.0,False
Billy Hamilton,571740,144,97.0,71.0,33.0,12.0,2.0,0.0,75.0,25.0,0.0,60.0,0.0,0.214,281.0,0.276,0.27,0.546,5.0,20.0,0.8,1.0,1218.0,311.0,76.0,13.0,106.0,3.0,2.0,0.288,0.89,0.0,0.0,0.333,2.0,0.333,0.666,0.333,0.0,0.333,2.0,0.333,0.666,0.333,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Charlie Culberson,518586,144,98.0,27.0,13.0,5.0,2.0,4.0,39.0,6.0,0.0,34.0,1.0,0.276,123.0,0.313,0.447,0.76,1.0,0.0,0.0,5.0,512.0,132.0,55.0,19.0,73.0,1.0,1.0,0.37,1.08,30.75,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.2,8.0,0.238,0.488,0.25,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,6.0,0.333,2.0,0.429,0.762,0.333,1.0,False
Francisco Cervelli,465041,144,35.0,31.0,12.0,5.0,0.0,1.0,32.0,9.0,0.0,24.0,4.0,0.211,114.0,0.291,0.281,0.572,0.0,1.0,1.0,4.0,506.0,128.0,32.0,8.0,55.0,1.0,0.0,0.284,1.11,114.0,0.0,0.263,5.0,0.3,0.616,0.316,0.0,0.244,10.0,0.34,0.608,0.268,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,5.0,0.0,0.0,0.167,0.167,0.0,1.0,False
Freddie Freeman,518692,144,131.0,119.0,101.0,28.0,2.0,35.0,107.0,73.0,8.0,152.0,4.0,0.3,507.0,0.391,0.57,0.961,3.0,5.0,0.625,16.0,2307.0,585.0,289.0,105.0,175.0,0.0,1.0,0.32,0.92,14.49,7.25,0.207,6.0,0.258,0.879,0.621,9.67,0.241,14.0,0.333,0.885,0.552,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,28.0,0.25,7.0,0.3,0.729,0.429,0.0,False
Josh Donaldson,518626,144,128.0,102.0,78.0,29.0,0.0,32.0,134.0,78.0,2.0,121.0,7.0,0.265,457.0,0.379,0.538,0.918,2.0,3.0,0.6,11.0,2264.0,543.0,246.0,76.0,186.0,0.0,1.0,0.305,1.01,14.28,9.0,0.222,6.0,0.3,0.893,0.593,9.33,0.268,15.0,0.369,0.994,0.625,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,9.0,0.333,3.0,0.455,1.455,1.0,1.0,True
Matt Joyce,459964,144,100.0,26.0,19.0,8.0,0.0,4.0,32.0,22.0,0.0,34.0,0.0,0.26,131.0,0.366,0.412,0.778,0.0,0.0,0.0,2.0,627.0,153.0,54.0,16.0,55.0,0.0,0.0,0.316,0.67,32.75,0.0,0.286,6.0,0.4,0.733,0.333,36.0,0.25,9.0,0.341,0.702,0.361,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,False
Ozzie Albies,645277,144,131.0,119.0,81.0,33.0,7.0,19.0,93.0,42.0,4.0,150.0,3.0,0.285,527.0,0.34,0.482,0.822,3.0,13.0,0.813,2.0,2020.0,574.0,254.0,69.0,179.0,0.0,2.0,0.314,0.71,27.74,31.0,0.097,3.0,0.125,0.351,0.226,31.5,0.206,13.0,0.265,0.63,0.365,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,15.0,0.2,3.0,0.2,0.467,0.267,0.0,False
Rafael Ortega,542364,144,9.0,2.0,2.0,1.0,0.0,1.0,6.0,2.0,0.0,6.0,0.0,0.222,27.0,0.276,0.37,0.646,0.0,0.0,0.0,0.0,130.0,29.0,10.0,5.0,13.0,0.0,0.0,0.25,0.15,27.0,25.0,0.2,5.0,0.259,0.619,0.36,27.0,0.222,6.0,0.276,0.646,0.37,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Ronald Acuna Jr.,660670,144,131.0,106.0,106.0,17.0,1.0,36.0,151.0,62.0,3.0,156.0,9.0,0.292,534.0,0.375,0.53,0.905,8.0,30.0,0.789,7.0,2580.0,608.0,283.0,89.0,163.0,0.0,0.0,0.346,0.88,14.83,26.0,0.231,6.0,0.375,0.76,0.385,9.83,0.271,16.0,0.377,0.97,0.593,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,12.0,0.25,3.0,0.308,0.725,0.417,1.0,False
Tyler Flowers,452095,144,69.0,46.0,27.0,8.0,3.0,9.0,84.0,24.0,3.0,50.0,3.0,0.225,222.0,0.308,0.41,0.718,0.0,0.0,0.0,6.0,982.0,250.0,91.0,23.0,103.0,0.0,1.0,0.315,1.07,24.67,0.0,0.278,5.0,0.409,0.798,0.389,47.0,0.191,9.0,0.269,0.609,0.34,0.21,3.14,1.16,6.91,0.96,28.2,15.59,3.51,0.0,0.64,4.14,9.1,2.2,1.01,0.5,17.0,0.118,2.0,0.25,0.426,0.176,1.0,False
Carlos Santana,467793,114,128.0,135.0,92.0,24.0,1.0,30.0,82.0,96.0,10.0,132.0,1.0,0.288,458.0,0.412,0.541,0.953,0.0,4.0,1.0,13.0,2267.0,556.0,248.0,79.0,183.0,0.0,1.0,0.294,1.23,15.27,24.0,0.208,5.0,0.367,0.742,0.375,8.83,0.358,19.0,0.493,1.229,0.736,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,4.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Francisco Lindor,596019,114,112.0,127.0,76.0,31.0,2.0,23.0,75.0,38.0,7.0,138.0,3.0,0.296,466.0,0.35,0.519,0.87,3.0,18.0,0.857,8.0,1898.0,512.0,242.0,56.0,132.0,1.0,4.0,0.309,0.97,20.26,9.67,0.241,7.0,0.267,0.853,0.586,21.0,0.27,17.0,0.333,0.841,0.508,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,7.0,0.429,3.0,0.556,1.985,1.429,0.0,True
Franmil Reyes,614177,114,122.0,92.0,52.0,12.0,0.0,32.0,123.0,33.0,1.0,96.0,0.0,0.241,398.0,0.295,0.513,0.808,0.0,0.0,0.0,13.0,1655.0,437.0,204.0,60.0,163.0,0.0,6.0,0.257,0.99,12.44,7.0,0.238,5.0,0.304,1.018,0.714,10.0,0.24,12.0,0.283,0.863,0.58,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Greg Allen,656185,114,61.0,54.0,26.0,7.0,3.0,4.0,38.0,8.0,0.0,40.0,6.0,0.229,175.0,0.284,0.371,0.656,2.0,4.0,0.667,3.0,740.0,193.0,65.0,23.0,91.0,3.0,1.0,0.269,1.15,43.75,0.0,0.074,2.0,0.107,0.181,0.074,29.5,0.237,14.0,0.274,0.647,0.373,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Jason Kipnis,543401,114,107.0,113.0,44.0,21.0,1.0,13.0,76.0,39.0,2.0,101.0,1.0,0.249,405.0,0.313,0.402,0.715,1.0,7.0,0.875,7.0,1750.0,456.0,163.0,58.0,165.0,5.0,6.0,0.273,0.9,31.15,25.0,0.2,5.0,0.286,0.606,0.32,28.0,0.179,10.0,0.266,0.57,0.304,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,4.0,0.0,0.0,0.333,0.333,0.0,0.0,False
Kevin Plawecki,608700,114,49.0,36.0,12.0,8.0,0.0,3.0,27.0,10.0,0.0,28.0,3.0,0.214,131.0,0.283,0.344,0.626,1.0,0.0,0.0,4.0,546.0,145.0,45.0,15.0,58.0,0.0,1.0,0.245,0.88,43.67,21.0,0.19,4.0,0.227,0.56,0.333,40.0,0.225,9.0,0.262,0.612,0.35,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,2.0,0.5,1.0,0.5,2.5,2.0,1.0,True
Mike Freeman,502273,114,52.0,31.0,19.0,6.0,0.0,4.0,36.0,14.0,0.0,32.0,3.0,0.281,114.0,0.368,0.439,0.807,2.0,1.0,0.333,1.0,523.0,138.0,50.0,19.0,38.0,5.0,2.0,0.368,1.41,28.5,14.0,0.429,6.0,0.5,1.286,0.786,40.0,0.275,11.0,0.348,0.748,0.4,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Oscar Mercado,640458,114,84.0,86.0,53.0,19.0,2.0,10.0,61.0,19.0,0.0,89.0,4.0,0.276,323.0,0.322,0.44,0.761,3.0,11.0,0.786,7.0,1263.0,353.0,142.0,35.0,120.0,5.0,2.0,0.311,0.91,32.3,26.0,0.269,7.0,0.321,0.821,0.5,55.0,0.236,13.0,0.276,0.621,0.345,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Roberto Perez,547379,114,96.0,89.0,38.0,8.0,1.0,20.0,106.0,39.0,1.0,70.0,2.0,0.223,314.0,0.309,0.446,0.755,0.0,0.0,0.0,9.0,1551.0,365.0,140.0,48.0,156.0,6.0,4.0,0.26,1.51,15.7,23.0,0.217,5.0,0.308,0.699,0.391,47.0,0.149,7.0,0.245,0.479,0.234,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,False
Tyler Naquin,571980,114,86.0,65.0,33.0,18.0,0.0,10.0,65.0,12.0,2.0,76.0,1.0,0.286,266.0,0.317,0.466,0.783,1.0,4.0,0.8,7.0,1041.0,283.0,124.0,34.0,106.0,2.0,2.0,0.342,1.02,26.6,0.0,0.357,5.0,0.4,0.757,0.357,44.0,0.295,13.0,0.326,0.712,0.386,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Yasiel Puig,624577,114,121.0,93.0,61.0,20.0,2.0,24.0,109.0,31.0,1.0,117.0,6.0,0.258,453.0,0.312,0.47,0.783,6.0,16.0,0.727,11.0,1788.0,493.0,213.0,72.0,203.0,0.0,3.0,0.288,0.68,18.88,0.0,0.115,3.0,0.233,0.348,0.115,29.5,0.288,17.0,0.364,0.839,0.475,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Yu Chang,644374,114,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.286,7.0,0.375,0.571,0.946,0.0,0.0,0.0,0.0,30.0,8.0,4.0,0.0,2.0,0.0,0.0,0.4,2.0,0.0,0.0,0.286,2.0,0.375,0.946,0.571,0.0,0.286,2.0,0.375,0.946,0.571,0.111,3.6,0.6,3.6,1.8,5.0,16.6,3.6,1.0,0.53,0.0,0.0,5.4,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,True
Alex Gordon,460086,118,123.0,147.0,67.0,27.0,1.0,12.0,83.0,42.0,3.0,121.0,13.0,0.261,464.0,0.335,0.401,0.736,2.0,5.0,0.714,11.0,1968.0,526.0,186.0,63.0,176.0,1.0,6.0,0.291,1.23,38.67,0.0,0.28,7.0,0.379,0.659,0.28,58.0,0.172,10.0,0.25,0.474,0.224,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,13.0,0.231,3.0,0.333,0.641,0.308,0.0,False
Brett Phillips,621433,118,7.0,6.0,2.0,1.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,0.2,20.0,0.333,0.25,0.583,0.0,1.0,1.0,0.0,91.0,24.0,5.0,1.0,9.0,0.0,0.0,0.267,1.2,0.0,0.0,0.2,4.0,0.333,0.583,0.25,0.0,0.2,4.0,0.333,0.583,0.25,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,False
Bubba Starling,605490,118,33.0,32.0,14.0,3.0,0.0,2.0,42.0,6.0,0.0,22.0,0.0,0.185,119.0,0.224,0.261,0.485,0.0,1.0,1.0,2.0,457.0,126.0,31.0,8.0,57.0,1.0,0.0,0.267,1.33,59.5,0.0,0.083,2.0,0.12,0.203,0.083,51.0,0.098,5.0,0.148,0.324,0.176,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,6.0,0.167,1.0,0.167,0.334,0.167,1.0,False
Cheslor Cuthbert,596144,118,69.0,73.0,21.0,12.0,0.0,8.0,54.0,13.0,1.0,67.0,2.0,0.253,265.0,0.293,0.389,0.682,0.0,1.0,1.0,13.0,1096.0,280.0,103.0,31.0,119.0,0.0,0.0,0.291,1.03,33.12,0.0,0.042,1.0,0.08,0.163,0.083,27.5,0.109,6.0,0.169,0.405,0.236,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,4.0,0.5,2.0,0.667,1.167,0.5,1.0,False
Humberto Arteaga,600858,118,32.0,36.0,10.0,3.0,0.0,0.0,22.0,6.0,0.0,19.0,2.0,0.188,101.0,0.248,0.218,0.466,1.0,1.0,0.5,2.0,434.0,111.0,22.0,4.0,42.0,2.0,0.0,0.241,1.38,0.0,0.0,0.182,4.0,0.28,0.507,0.227,0.0,0.178,8.0,0.229,0.451,0.222,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,8.0,0.25,2.0,0.25,0.625,0.375,1.0,True
Hunter Dozier,641531,118,108.0,71.0,60.0,23.0,8.0,22.0,109.0,48.0,2.0,114.0,3.0,0.283,403.0,0.36,0.543,0.904,1.0,2.0,0.667,8.0,1759.0,458.0,219.0,70.0,166.0,0.0,4.0,0.333,0.63,18.32,0.0,0.2,5.0,0.276,0.596,0.32,14.75,0.288,17.0,0.317,0.961,0.644,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,14.0,0.143,2.0,0.143,0.357,0.214,1.0,True
Jorge Soler,624585,118,131.0,106.0,70.0,25.0,0.0,36.0,145.0,59.0,1.0,118.0,9.0,0.251,471.0,0.343,0.533,0.876,1.0,1.0,0.5,14.0,2213.0,544.0,251.0,91.0,200.0,0.0,3.0,0.28,1.01,13.08,26.0,0.077,2.0,0.172,0.364,0.192,9.6,0.229,11.0,0.403,0.986,0.583,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,8.0,0.125,1.0,0.222,0.347,0.125,1.0,True
Meibrys Viloria,650619,118,21.0,24.0,3.0,5.0,0.0,1.0,22.0,5.0,0.0,16.0,0.0,0.222,72.0,0.269,0.333,0.603,0.0,0.0,0.0,2.0,317.0,78.0,24.0,10.0,20.0,0.0,1.0,0.3,2.18,72.0,0.0,0.217,5.0,0.24,0.588,0.348,53.0,0.208,11.0,0.232,0.572,0.34,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,2.0,0.5,1.0,0.667,1.167,0.5,0.0,False
Nick Dini,664926,118,6.0,4.0,6.0,1.0,0.0,1.0,7.0,2.0,0.0,3.0,0.0,0.158,19.0,0.238,0.368,0.607,0.0,0.0,0.0,0.0,81.0,22.0,7.0,1.0,2.0,1.0,0.0,0.182,0.67,19.0,19.0,0.158,3.0,0.238,0.606,0.368,19.0,0.158,3.0,0.238,0.606,0.368,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,3.0,0.333,1.0,0.333,1.0,0.667,1.0,True
Nicky Lopez,670032,118,83.0,131.0,35.0,16.0,1.0,2.0,43.0,15.0,0.0,73.0,1.0,0.234,312.0,0.271,0.311,0.582,1.0,1.0,0.5,5.0,1285.0,332.0,97.0,23.0,134.0,4.0,0.0,0.266,1.9,156.0,24.0,0.375,9.0,0.375,0.917,0.542,51.0,0.294,15.0,0.321,0.752,0.431,0.22,2.57,1.16,7.46,2.06,35.0,14.74,3.34,1.0,0.7,6.83,10.54,1.54,1.0,0.5,7.0,0.286,2.0,0.375,0.661,0.286,0.0,True
