Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Starling Marte,516782,134,119.0,161.0,87.0,28.0,5.0,22.0,84.0,20.0,0.0,143.0,14.0,0.289,495.0,0.332,0.499,0.831,4.0,24.0,0.857,15.0,1919.0,535.0,247.0,76.0,203.0,2.0,4.0,0.308,1.42,22.5,26.0,0.231,6.0,0.286,0.709,0.423,29.5,0.305,18.0,0.359,0.834,0.475,0.256,3.91,0.83,7.83,1.17,23.0,15.0,3.91,0.667,0.62,1.22,4.3,3.52,1.26,0.0,4.0,0.5,2.0,0.5,1.25,0.75,0.0
Christian Yelich,592885,158,116.0,105.0,91.0,26.0,3.0,41.0,106.0,66.0,16.0,146.0,7.0,0.329,444.0,0.421,0.678,1.099,2.0,25.0,0.926,8.0,1997.0,520.0,301.0,89.0,167.0,0.0,3.0,0.35,1.17,10.83,0.0,0.269,7.0,0.406,0.752,0.346,12.0,0.333,20.0,0.412,1.045,0.633,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,11.0,0.364,4.0,0.5,0.955,0.455,1.0
Cory Spangenberg,605486,158,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,5.0,0.2,0.4,0.6,0.0,0.0,0.0,0.0,11.0,5.0,2.0,0.0,1.0,0.0,0.0,0.25,2.0,0.0,0.0,0.2,1.0,0.2,0.6,0.4,0.0,0.2,1.0,0.2,0.6,0.4,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,2.0,0.5,1.0,0.5,1.0,0.5,1.0
Eric Thames,519346,158,119.0,46.0,53.0,18.0,1.0,19.0,111.0,43.0,3.0,78.0,6.0,0.254,307.0,0.355,0.505,0.86,1.0,3.0,0.75,0.0,1492.0,358.0,155.0,51.0,144.0,0.0,2.0,0.33,0.62,16.16,11.5,0.217,5.0,0.28,0.802,0.522,11.25,0.289,13.0,0.36,0.982,0.622,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,15.0,0.333,5.0,0.333,1.133,0.8,1.0
Hernan Perez,541650,158,68.0,46.0,23.0,8.0,0.0,5.0,49.0,10.0,0.0,41.0,0.0,0.24,171.0,0.28,0.374,0.654,1.0,4.0,0.8,8.0,703.0,183.0,64.0,12.0,75.0,1.0,1.0,0.305,1.24,34.2,0.0,0.267,4.0,0.313,0.58,0.267,0.0,0.205,8.0,0.244,0.5,0.256,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,17.0,0.353,6.0,0.389,0.977,0.588,0.0
Keston Hiura,669374,158,66.0,37.0,42.0,19.0,2.0,15.0,87.0,23.0,1.0,77.0,6.0,0.307,251.0,0.379,0.578,0.956,3.0,8.0,0.727,2.0,1103.0,280.0,145.0,40.0,110.0,0.0,0.0,0.416,0.74,16.73,28.0,0.321,9.0,0.406,0.977,0.571,15.75,0.333,21.0,0.417,1.068,0.651,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,3.0,0.667,2.0,0.667,1.667,1.0,0.0
Lorenzo Cain,456715,158,119.0,153.0,64.0,25.0,0.0,8.0,90.0,45.0,0.0,119.0,6.0,0.252,472.0,0.323,0.356,0.679,7.0,16.0,0.696,12.0,2129.0,527.0,168.0,40.0,170.0,0.0,4.0,0.294,1.34,59.0,0.0,0.333,8.0,0.467,0.8,0.333,0.0,0.286,14.0,0.417,0.703,0.286,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,15.0,0.333,5.0,0.333,0.866,0.533,0.0
Manny Pina,444489,158,64.0,28.0,10.0,6.0,0.0,7.0,41.0,13.0,1.0,30.0,3.0,0.222,135.0,0.305,0.422,0.727,0.0,0.0,0.0,1.0,626.0,151.0,57.0,19.0,75.0,0.0,0.0,0.264,0.78,19.29,18.0,0.278,5.0,0.35,0.85,0.5,40.0,0.25,10.0,0.302,0.702,0.4,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0
Mike Moustakas,519058,158,120.0,109.0,71.0,28.0,1.0,31.0,85.0,44.0,4.0,122.0,6.0,0.263,463.0,0.335,0.529,0.864,0.0,3.0,1.0,11.0,1961.0,514.0,245.0,76.0,217.0,0.0,1.0,0.261,0.74,14.94,6.25,0.36,9.0,0.484,1.404,0.92,14.75,0.237,14.0,0.318,0.843,0.525,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,10.0,0.4,4.0,0.5,1.2,0.7,1.0
Orlando Arcia,606115,158,123.0,130.0,47.0,11.0,1.0,14.0,89.0,40.0,5.0,92.0,0.0,0.227,405.0,0.294,0.363,0.657,4.0,7.0,0.636,14.0,1770.0,450.0,147.0,46.0,192.0,1.0,4.0,0.255,1.31,28.93,22.0,0.273,6.0,0.346,0.755,0.409,25.5,0.216,11.0,0.288,0.621,0.333,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,14.0,0.286,4.0,0.375,0.804,0.429,0.0
Ryan Braun,460075,158,119.0,111.0,56.0,25.0,2.0,18.0,88.0,26.0,1.0,113.0,6.0,0.29,389.0,0.343,0.504,0.847,1.0,10.0,0.909,13.0,1558.0,427.0,196.0,57.0,167.0,0.0,2.0,0.333,1.41,21.61,13.0,0.462,12.0,0.483,1.291,0.808,23.0,0.413,19.0,0.472,1.146,0.674,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,91.0,0.209,19.0,0.247,0.577,0.33,0.0
Trent Grisham,663757,158,19.0,12.0,9.0,2.0,0.0,4.0,15.0,5.0,0.0,13.0,2.0,0.228,57.0,0.303,0.474,0.777,1.0,0.0,0.0,2.0,267.0,66.0,27.0,11.0,25.0,0.0,2.0,0.225,0.63,14.25,10.5,0.095,2.0,0.24,0.621,0.381,15.0,0.2,9.0,0.308,0.752,0.444,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yasmani Grandal,518735,158,122.0,96.0,56.0,21.0,2.0,20.0,102.0,80.0,2.0,104.0,5.0,0.255,408.0,0.38,0.463,0.843,1.0,5.0,0.833,12.0,2129.0,498.0,189.0,61.0,163.0,0.0,5.0,0.289,0.86,20.4,0.0,0.273,6.0,0.448,0.812,0.364,54.0,0.278,15.0,0.435,0.805,0.37,0.278,4.08,1.59,10.05,1.28,28.2,17.16,4.47,0.0,0.64,2.15,8.79,4.08,1.57,0.5,13.0,0.308,4.0,0.357,0.665,0.308,1.0
Dexter Fowler,451594,138,119.0,86.0,50.0,20.0,1.0,15.0,105.0,52.0,1.0,92.0,8.0,0.247,373.0,0.349,0.426,0.775,2.0,7.0,0.778,5.0,1831.0,437.0,159.0,55.0,128.0,1.0,3.0,0.301,0.91,24.87,24.0,0.208,5.0,0.387,0.804,0.417,16.33,0.245,12.0,0.397,0.887,0.49,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,26.0,0.423,11.0,0.464,1.195,0.731,1.0
Harrison Bader,664056,138,96.0,55.0,37.0,10.0,3.0,7.0,77.0,36.0,4.0,47.0,8.0,0.198,237.0,0.323,0.354,0.677,3.0,7.0,0.7,2.0,1181.0,283.0,84.0,22.0,98.0,1.0,1.0,0.26,0.92,33.86,20.0,0.2,4.0,0.407,0.857,0.45,29.0,0.138,4.0,0.324,0.634,0.31,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,3.0,0.333,1.0,0.5,1.5,1.0,0.0
Kolten Wong,543939,138,126.0,105.0,48.0,20.0,1.0,9.0,68.0,41.0,5.0,108.0,13.0,0.272,397.0,0.356,0.395,0.752,2.0,17.0,0.895,1.0,1668.0,458.0,157.0,48.0,171.0,3.0,4.0,0.306,0.85,44.11,0.0,0.19,4.0,0.292,0.482,0.19,45.0,0.311,14.0,0.404,0.826,0.422,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,10.0,0.4,4.0,0.5,1.0,0.5,1.0
Lane Thomas,657041,138,32.0,9.0,6.0,0.0,1.0,4.0,8.0,4.0,0.0,12.0,0.0,0.324,37.0,0.39,0.703,1.093,1.0,1.0,0.5,1.0,165.0,41.0,26.0,12.0,17.0,0.0,0.0,0.32,1.13,9.25,7.0,0.143,1.0,0.25,0.821,0.571,10.5,0.286,6.0,0.348,1.015,0.667,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcell Ozuna,542303,138,99.0,89.0,66.0,19.0,1.0,24.0,83.0,44.0,2.0,98.0,1.0,0.268,365.0,0.348,0.523,0.871,1.0,12.0,0.923,14.0,1687.0,411.0,191.0,74.0,177.0,0.0,1.0,0.286,0.93,15.21,12.5,0.4,10.0,0.483,1.243,0.76,26.0,0.365,19.0,0.459,1.055,0.596,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,28.0,0.286,8.0,0.364,0.757,0.393,0.0
Matt Carpenter,572761,138,100.0,60.0,51.0,14.0,2.0,12.0,105.0,53.0,0.0,75.0,5.0,0.218,344.0,0.328,0.375,0.703,1.0,6.0,0.857,3.0,1808.0,407.0,129.0,35.0,122.0,1.0,4.0,0.273,0.55,28.67,15.0,0.267,4.0,0.389,0.856,0.467,18.5,0.216,8.0,0.348,0.78,0.432,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,21.0,0.095,2.0,0.095,0.285,0.19,1.0
Matt Wieters,446308,138,57.0,31.0,14.0,4.0,0.0,10.0,46.0,10.0,0.0,34.0,1.0,0.221,154.0,0.269,0.442,0.711,1.0,1.0,0.5,3.0,706.0,167.0,68.0,23.0,82.0,0.0,2.0,0.24,0.69,15.4,0.0,0.077,1.0,0.143,0.22,0.077,21.5,0.186,8.0,0.205,0.554,0.349,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,17.0,0.588,10.0,0.619,1.443,0.824,1.0
Paul DeJong,657557,138,127.0,101.0,82.0,27.0,1.0,23.0,111.0,49.0,1.0,116.0,10.0,0.247,470.0,0.328,0.455,0.784,5.0,6.0,0.545,12.0,2055.0,533.0,214.0,61.0,199.0,0.0,4.0,0.274,0.69,20.44,11.0,0.273,6.0,0.414,0.959,0.545,12.0,0.208,10.0,0.328,0.786,0.458,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,7.0,0.143,1.0,0.333,0.619,0.286,0.0
Paul Goldschmidt,502671,138,129.0,99.0,79.0,16.0,0.0,29.0,133.0,53.0,1.0,127.0,2.0,0.262,485.0,0.336,0.474,0.81,1.0,1.0,0.5,8.0,2282.0,544.0,230.0,71.0,174.0,0.0,2.0,0.302,0.77,16.72,28.0,0.286,8.0,0.333,0.762,0.429,14.5,0.31,18.0,0.349,0.918,0.569,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,20.0,0.5,10.0,0.524,1.174,0.65,0.0
Tommy Edman,669242,138,60.0,52.0,31.0,10.0,3.0,5.0,38.0,10.0,0.0,56.0,1.0,0.279,201.0,0.316,0.433,0.749,1.0,9.0,0.9,1.0,844.0,212.0,87.0,22.0,76.0,0.0,0.0,0.323,0.95,40.2,29.0,0.379,11.0,0.438,1.024,0.586,60.0,0.367,22.0,0.415,0.932,0.517,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Yadier Molina,425877,138,83.0,90.0,30.0,17.0,0.0,4.0,40.0,14.0,0.0,79.0,2.0,0.258,306.0,0.291,0.353,0.644,0.0,4.0,1.0,12.0,1136.0,326.0,108.0,40.0,124.0,0.0,4.0,0.282,0.89,76.5,0.0,0.375,9.0,0.483,0.9,0.417,0.0,0.226,12.0,0.288,0.533,0.245,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,26.0,0.385,10.0,0.433,1.048,0.615,0.0
Yairo Munoz,622168,138,76.0,50.0,20.0,7.0,1.0,2.0,32.0,5.0,0.0,44.0,1.0,0.275,160.0,0.299,0.369,0.668,3.0,8.0,0.727,4.0,596.0,167.0,59.0,13.0,64.0,0.0,1.0,0.331,1.43,80.0,0.0,0.385,5.0,0.385,0.77,0.385,0.0,0.286,8.0,0.323,0.609,0.286,0.205,3.7,0.97,6.66,1.87,24.1,17.63,3.73,1.0,0.55,2.0,9.62,4.81,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Dean,621573,146,34.0,26.0,6.0,5.0,0.0,2.0,23.0,1.0,0.0,18.0,0.0,0.198,91.0,0.204,0.319,0.523,0.0,0.0,0.0,4.0,366.0,93.0,29.0,10.0,29.0,0.0,1.0,0.239,1.04,45.5,0.0,0.143,2.0,0.143,0.286,0.143,32.0,0.219,7.0,0.219,0.532,0.313,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Holaday,592407,146,32.0,28.0,10.0,5.0,0.0,3.0,15.0,10.0,2.0,26.0,1.0,0.292,89.0,0.37,0.449,0.819,1.0,0.0,0.0,5.0,395.0,101.0,40.0,9.0,33.0,1.0,0.0,0.324,1.33,29.67,0.0,0.231,3.0,0.286,0.594,0.308,41.0,0.268,11.0,0.318,0.733,0.415,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Granderson,434158,146,112.0,59.0,42.0,17.0,1.0,11.0,88.0,38.0,1.0,55.0,3.0,0.19,289.0,0.289,0.37,0.659,3.0,0.0,0.0,3.0,1432.0,332.0,107.0,33.0,102.0,0.0,2.0,0.229,0.66,26.27,0.0,0.273,3.0,0.467,0.74,0.273,13.0,0.269,7.0,0.441,0.941,0.5,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,12.0,0.083,1.0,0.267,0.35,0.083,1.0
Garrett Cooper,643265,146,90.0,95.0,48.0,12.0,1.0,12.0,96.0,29.0,0.0,89.0,5.0,0.28,318.0,0.347,0.437,0.785,0.0,0.0,0.0,8.0,1454.0,354.0,139.0,43.0,121.0,0.0,2.0,0.363,2.38,26.5,22.0,0.227,5.0,0.227,0.682,0.455,53.0,0.264,14.0,0.328,0.705,0.377,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harold Ramirez,623912,146,88.0,108.0,41.0,17.0,1.0,7.0,67.0,13.0,1.0,85.0,4.0,0.271,314.0,0.307,0.398,0.705,0.0,2.0,1.0,7.0,1238.0,332.0,125.0,40.0,118.0,0.0,1.0,0.324,1.96,44.86,0.0,0.375,9.0,0.423,0.923,0.5,0.0,0.306,15.0,0.333,0.721,0.388,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isan Diaz,656371,146,19.0,15.0,7.0,1.0,0.0,2.0,23.0,6.0,0.0,12.0,1.0,0.174,69.0,0.247,0.275,0.522,1.0,0.0,0.0,1.0,293.0,77.0,19.0,6.0,22.0,0.0,1.0,0.222,0.75,34.5,25.0,0.16,4.0,0.241,0.521,0.28,54.0,0.204,11.0,0.279,0.557,0.278,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jon Berti,542932,146,45.0,49.0,32.0,8.0,1.0,5.0,36.0,13.0,0.0,40.0,6.0,0.278,144.0,0.36,0.451,0.811,1.0,7.0,0.875,2.0,645.0,164.0,65.0,15.0,59.0,0.0,1.0,0.337,2.45,28.8,12.5,0.28,7.0,0.357,0.877,0.52,17.0,0.235,12.0,0.371,0.802,0.431,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Alfaro,595751,146,101.0,84.0,33.0,11.0,1.0,12.0,125.0,12.0,0.0,91.0,7.0,0.266,342.0,0.303,0.409,0.712,3.0,2.0,0.4,9.0,1340.0,363.0,140.0,41.0,161.0,0.0,2.0,0.382,1.91,28.5,25.0,0.36,9.0,0.385,0.905,0.52,54.0,0.296,16.0,0.333,0.722,0.389,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Brinson,621446,146,47.0,39.0,9.0,8.0,0.0,0.0,49.0,4.0,0.0,27.0,4.0,0.182,148.0,0.223,0.236,0.459,1.0,1.0,0.5,5.0,601.0,158.0,35.0,10.0,55.0,1.0,1.0,0.27,1.11,0.0,0.0,0.185,5.0,0.214,0.473,0.259,0.0,0.151,8.0,0.193,0.401,0.208,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Prado,445988,146,77.0,69.0,20.0,8.0,0.0,1.0,33.0,8.0,0.0,48.0,0.0,0.24,200.0,0.265,0.295,0.56,0.0,0.0,0.0,6.0,824.0,211.0,59.0,14.0,63.0,0.0,3.0,0.278,1.3,200.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.19,4.0,0.25,0.44,0.19,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil Walker,435522,146,90.0,64.0,26.0,15.0,1.0,5.0,61.0,30.0,0.0,72.0,1.0,0.271,266.0,0.346,0.391,0.737,0.0,2.0,1.0,6.0,1169.0,298.0,104.0,27.0,120.0,0.0,1.0,0.333,0.91,53.2,0.0,0.409,9.0,0.409,0.864,0.455,0.0,0.333,15.0,0.412,0.856,0.444,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Starlin Castro,516770,146,129.0,157.0,44.0,21.0,3.0,13.0,89.0,18.0,1.0,135.0,1.0,0.264,511.0,0.287,0.393,0.68,2.0,2.0,0.5,19.0,1981.0,537.0,201.0,67.0,212.0,0.0,7.0,0.293,1.15,39.31,14.0,0.321,9.0,0.321,0.964,0.643,20.0,0.367,22.0,0.361,0.961,0.6,0.168,1.53,1.31,5.22,0.93,29.1,17.22,1.55,0.75,0.59,2.47,11.35,4.6,1.09,1.0,7.0,0.143,1.0,0.143,0.286,0.143,0.0
Aristides Aquino,606157,113,23.0,14.0,18.0,3.0,0.0,12.0,22.0,7.0,1.0,26.0,2.0,0.329,79.0,0.398,0.823,1.221,0.0,1.0,1.0,2.0,359.0,88.0,65.0,26.0,32.0,0.0,0.0,0.311,0.82,6.58,24.0,0.292,7.0,0.414,0.914,0.5,6.88,0.291,16.0,0.381,1.145,0.764,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curt Casali,592200,113,64.0,29.0,20.0,8.0,0.0,6.0,44.0,20.0,1.0,39.0,1.0,0.255,153.0,0.339,0.425,0.764,0.0,0.0,0.0,0.0,714.0,177.0,65.0,26.0,52.0,0.0,3.0,0.311,0.66,25.5,7.0,0.429,6.0,0.444,1.373,0.929,17.5,0.2,7.0,0.302,0.702,0.4,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,2.0,0.5,1.0,0.5,1.0,0.5,0.0
Derek Dietrich,518618,113,101.0,51.0,41.0,8.0,2.0,19.0,70.0,27.0,2.0,47.0,24.0,0.203,231.0,0.346,0.502,0.848,1.0,1.0,0.5,2.0,1105.0,284.0,116.0,43.0,82.0,0.0,1.0,0.196,0.8,12.16,0.0,0.071,1.0,0.316,0.459,0.143,0.0,0.091,2.0,0.333,0.515,0.182,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Eugenio Suarez,553993,113,128.0,93.0,69.0,18.0,1.0,35.0,151.0,52.0,3.0,119.0,8.0,0.254,468.0,0.335,0.521,0.857,2.0,3.0,0.6,12.0,2207.0,534.0,244.0,79.0,196.0,0.0,6.0,0.292,0.84,13.37,14.0,0.179,5.0,0.233,0.626,0.393,11.0,0.236,13.0,0.3,0.809,0.509,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
Freddy Galvis,520471,113,127.0,108.0,63.0,26.0,1.0,21.0,126.0,23.0,1.0,136.0,0.0,0.276,492.0,0.308,0.461,0.769,1.0,4.0,0.8,11.0,2009.0,518.0,227.0,61.0,186.0,1.0,2.0,0.331,0.86,23.43,12.5,0.28,7.0,0.333,0.933,0.6,14.0,0.381,16.0,0.4,1.043,0.643,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jose Iglesias,578428,113,118.0,135.0,53.0,18.0,3.0,9.0,59.0,15.0,3.0,122.0,3.0,0.298,409.0,0.326,0.423,0.749,5.0,5.0,0.5,14.0,1565.0,430.0,173.0,49.0,153.0,1.0,2.0,0.329,1.41,45.44,27.0,0.37,10.0,0.393,0.912,0.519,29.0,0.379,22.0,0.383,0.952,0.569,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Peraza,606299,113,119.0,74.0,31.0,12.0,2.0,6.0,52.0,13.0,0.0,74.0,8.0,0.237,312.0,0.284,0.346,0.63,5.0,5.0,0.5,9.0,1147.0,335.0,108.0,33.0,115.0,0.0,2.0,0.266,0.65,52.0,0.0,0.167,2.0,0.231,0.398,0.167,0.0,0.259,7.0,0.333,0.629,0.296,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh VanMeter,642165,113,65.0,30.0,22.0,10.0,0.0,5.0,36.0,18.0,0.0,42.0,2.0,0.286,147.0,0.371,0.456,0.827,3.0,6.0,0.667,3.0,676.0,167.0,67.0,17.0,81.0,0.0,0.0,0.349,0.77,29.4,24.0,0.25,6.0,0.308,0.683,0.375,53.0,0.302,16.0,0.351,0.785,0.434,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kyle Farmer,571657,113,83.0,32.0,20.0,5.0,0.0,8.0,47.0,6.0,1.0,38.0,3.0,0.253,150.0,0.294,0.447,0.74,1.0,4.0,0.8,1.0,675.0,160.0,67.0,25.0,64.0,0.0,1.0,0.313,0.94,18.75,13.0,0.308,4.0,0.357,0.895,0.538,17.5,0.314,11.0,0.351,0.865,0.514,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Senzel,669222,113,91.0,88.0,50.0,20.0,4.0,10.0,89.0,26.0,0.0,89.0,2.0,0.26,342.0,0.315,0.43,0.745,4.0,12.0,0.75,6.0,1447.0,376.0,147.0,38.0,105.0,0.0,1.0,0.324,1.14,34.2,22.0,0.136,3.0,0.208,0.481,0.273,26.5,0.151,8.0,0.196,0.479,0.283,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Ervin,640447,113,64.0,30.0,19.0,7.0,5.0,3.0,35.0,11.0,0.0,43.0,2.0,0.307,140.0,0.366,0.493,0.859,2.0,3.0,0.6,3.0,661.0,153.0,69.0,14.0,53.0,0.0,0.0,0.392,0.94,46.67,0.0,0.15,3.0,0.19,0.34,0.15,43.0,0.233,10.0,0.267,0.639,0.372,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker Barnhart,571466,113,86.0,67.0,28.0,9.0,0.0,9.0,66.0,35.0,7.0,56.0,2.0,0.235,238.0,0.337,0.387,0.724,0.0,1.0,1.0,3.0,1056.0,277.0,92.0,32.0,88.0,1.0,1.0,0.287,1.31,26.44,0.0,0.316,6.0,0.409,0.83,0.421,43.0,0.326,14.0,0.442,0.907,0.465,0.229,2.83,1.38,7.85,0.96,28.2,15.49,2.87,0.0,0.65,4.8,7.53,1.57,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
